Paróquia;Forania;Endereço;Telefone;E-mail;Tipo;Dia da Semana;Horário;Observações;URL
PARÓQUIA SANTA RITA DE CÁSSIA;Sul;Rua João Mailino, 306 - Bairro Universitário - CEP 79063-540;(67) 3317-4979;psritacg@yahoo.com.br;Missa;Terça-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia/
PARÓQUIA SANTA RITA DE CÁSSIA;Sul;Rua João Mailino, 306 - Bairro Universitário - CEP 79063-540;(67) 3317-4979;psritacg@yahoo.com.br;Missa;Quarta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia/
PARÓQUIA SANTA RITA DE CÁSSIA;Sul;Rua João Mailino, 306 - Bairro Universitário - CEP 79063-540;(67) 3317-4979;psritacg@yahoo.com.br;Missa;Quinta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia/
PARÓQUIA SANTA RITA DE CÁSSIA;Sul;Rua João Mailino, 306 - Bairro Universitário - CEP 79063-540;(67) 3317-4979;psritacg@yahoo.com.br;Missa;Sexta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia/
PARÓQUIA SANTA RITA DE CÁSSIA;Sul;Rua João Mailino, 306 - Bairro Universitário - CEP 79063-540;(67) 3317-4979;psritacg@yahoo.com.br;Missa;Quarta-feira;15:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia/
PARÓQUIA SANTA RITA DE CÁSSIA;Sul;Rua João Mailino, 306 - Bairro Universitário - CEP 79063-540;(67) 3317-4979;psritacg@yahoo.com.br;Missa;Sábado;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia/
PARÓQUIA SANTA RITA DE CÁSSIA;Sul;Rua João Mailino, 306 - Bairro Universitário - CEP 79063-540;(67) 3317-4979;psritacg@yahoo.com.br;Missa;Dia 22 de cada mês;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia/
PARÓQUIA SANTA RITA DE CÁSSIA – MUNICÍPIO DE JARAGUARI;Rural;Rua Rio Branco, s/nº - Centro - CEP 79440-000 - Município de Jaraguari - MS;;santarita@arqcgr.org.br;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia-municipio-de-jaraguari/
PARÓQUIA SANTA RITA DE CÁSSIA – MUNICÍPIO DE JARAGUARI;Rural;Rua Rio Branco, s/nº - Centro - CEP 79440-000 - Município de Jaraguari - MS;;santarita@arqcgr.org.br;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia-municipio-de-jaraguari/
PARÓQUIA SANTA RITA DE CÁSSIA – MUNICÍPIO DE JARAGUARI;Rural;Rua Rio Branco, s/nº - Centro - CEP 79440-000 - Município de Jaraguari - MS;;santarita@arqcgr.org.br;Missa;Dia 22 de cada mês;19:00;Missa em honra a Santa Rita;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santa-rita-de-cassia-municipio-de-jaraguari/
PARÓQUIA SANTO AFONSO MARIA DE LIGÓRIO;Oeste;Rua Eduardo Prado, 546 - Bairro Serradinho - CEP 79104-040;(67)3391-7287;paroquiasantoafonsocg@hotmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-afonso-maria-de-ligorio-2/
PARÓQUIA SANTO AFONSO MARIA DE LIGÓRIO;Oeste;Rua Eduardo Prado, 546 - Bairro Serradinho - CEP 79104-040;(67)3391-7287;paroquiasantoafonsocg@hotmail.com;Missa;Domingo;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-afonso-maria-de-ligorio-2/
PARÓQUIA SANTO AFONSO MARIA DE LIGÓRIO;Oeste;Rua Eduardo Prado, 546 - Bairro Serradinho - CEP 79104-040;(67)3391-7287;paroquiasantoafonsocg@hotmail.com;Missa;Quinta-feira;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-afonso-maria-de-ligorio-2/
PARÓQUIA SANTO AGOSTINHO DE HIPONA;Sudoeste;Rua Franklin Espíndola, 629 - Bairro Santos Dumont - CEP 79090-080;(67) 3331-6612;paroquiasantoagostinho2021@gmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-agostinho-de-hipona/
PARÓQUIA SANTO AGOSTINHO DE HIPONA;Sudoeste;Rua Franklin Espíndola, 629 - Bairro Santos Dumont - CEP 79090-080;(67) 3331-6612;paroquiasantoagostinho2021@gmail.com;Missa;Domingo;10:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-agostinho-de-hipona/
PARÓQUIA SANTO AGOSTINHO DE HIPONA;Sudoeste;Rua Franklin Espíndola, 629 - Bairro Santos Dumont - CEP 79090-080;(67) 3331-6612;paroquiasantoagostinho2021@gmail.com;Missa;Domingo;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-agostinho-de-hipona/
PARÓQUIA SANTO AGOSTINHO DE HIPONA;Sudoeste;Rua Franklin Espíndola, 629 - Bairro Santos Dumont - CEP 79090-080;(67) 3331-6612;paroquiasantoagostinho2021@gmail.com;Missa;Segunda-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-agostinho-de-hipona/
PARÓQUIA SANTO AGOSTINHO DE HIPONA;Sudoeste;Rua Franklin Espíndola, 629 - Bairro Santos Dumont - CEP 79090-080;(67) 3331-6612;paroquiasantoagostinho2021@gmail.com;Missa;Terça-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-agostinho-de-hipona/
PARÓQUIA SANTO AGOSTINHO DE HIPONA;Sudoeste;Rua Franklin Espíndola, 629 - Bairro Santos Dumont - CEP 79090-080;(67) 3331-6612;paroquiasantoagostinho2021@gmail.com;Missa;Quarta-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-agostinho-de-hipona/
PARÓQUIA SANTO AGOSTINHO DE HIPONA;Sudoeste;Rua Franklin Espíndola, 629 - Bairro Santos Dumont - CEP 79090-080;(67) 3331-6612;paroquiasantoagostinho2021@gmail.com;Missa;Quarta-feira;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-agostinho-de-hipona/
PARÓQUIA SANTO AGOSTINHO DE HIPONA;Sudoeste;Rua Franklin Espíndola, 629 - Bairro Santos Dumont - CEP 79090-080;(67) 3331-6612;paroquiasantoagostinho2021@gmail.com;Missa;Quinta-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-agostinho-de-hipona/
PARÓQUIA SANTO AGOSTINHO DE HIPONA;Sudoeste;Rua Franklin Espíndola, 629 - Bairro Santos Dumont - CEP 79090-080;(67) 3331-6612;paroquiasantoagostinho2021@gmail.com;Missa;Quinta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-agostinho-de-hipona/
PARÓQUIA SANTO AGOSTINHO DE HIPONA;Sudoeste;Rua Franklin Espíndola, 629 - Bairro Santos Dumont - CEP 79090-080;(67) 3331-6612;paroquiasantoagostinho2021@gmail.com;Missa;Sexta-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-agostinho-de-hipona/
PARÓQUIA SANTO AGOSTINHO DE HIPONA;Sudoeste;Rua Franklin Espíndola, 629 - Bairro Santos Dumont - CEP 79090-080;(67) 3331-6612;paroquiasantoagostinho2021@gmail.com;Missa;1º Sexta-feira do Mês;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-agostinho-de-hipona/
PARÓQUIA SANTO AGOSTINHO DE HIPONA;Sudoeste;Rua Franklin Espíndola, 629 - Bairro Santos Dumont - CEP 79090-080;(67) 3331-6612;paroquiasantoagostinho2021@gmail.com;Missa;Sábado;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-agostinho-de-hipona/
PARÓQUIA SANTO ANTONIO DE PÁDUA – SANTUÁRIO – MUNICÍPIO DE TERENOS;Rural;Rua Dr. Ary Coelho de Oliveira, 211 - Centro - CEP 79190-000;(67) 3246-7264;santo.antonio734@gmail.com;Missa;Domingo;08:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-antonio-de-padua-santuario-municipio-de-terenos/
PARÓQUIA SANTO ANTONIO DE PÁDUA – SANTUÁRIO – MUNICÍPIO DE TERENOS;Rural;Rua Dr. Ary Coelho de Oliveira, 211 - Centro - CEP 79190-000;(67) 3246-7264;santo.antonio734@gmail.com;Missa;Terça-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-antonio-de-padua-santuario-municipio-de-terenos/
PARÓQUIA SANTO ANTONIO DE PÁDUA – SANTUÁRIO – MUNICÍPIO DE TERENOS;Rural;Rua Dr. Ary Coelho de Oliveira, 211 - Centro - CEP 79190-000;(67) 3246-7264;santo.antonio734@gmail.com;Missa;Sábado;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-antonio-de-padua-santuario-municipio-de-terenos/
PARÓQUIA SANTO EXPEDITO;Sul;Rua Deocleciano Dias Bagagem, 878 - Bairro Jardim Itamaracá - CEP 79062-350;;sminder@arqcgr.org.br;Missa;Domingo;09:00;;https://arquidiocesedecampogrande.org.br/paroquias/quase-paroquia-santo-expedito/
PARÓQUIA SANTO EXPEDITO;Sul;Rua Deocleciano Dias Bagagem, 878 - Bairro Jardim Itamaracá - CEP 79062-350;;sminder@arqcgr.org.br;Missa;Quarta-feira;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/quase-paroquia-santo-expedito/
PARÓQUIA SANTO EXPEDITO;Sul;Rua Deocleciano Dias Bagagem, 878 - Bairro Jardim Itamaracá - CEP 79062-350;;sminder@arqcgr.org.br;Missa;1º Sexta-feira do Mês;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/quase-paroquia-santo-expedito/
PARÓQUIA SANTO EXPEDITO;Sul;Rua Deocleciano Dias Bagagem, 878 - Bairro Jardim Itamaracá - CEP 79062-350;;sminder@arqcgr.org.br;Missa;Dia 19 de cada mês;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/quase-paroquia-santo-expedito/
PARÓQUIA SÃO FRANCISCO DE ASSIS;Centro;Rua 14 de Julho, 4267 - Bairro São Francisco - CEP 79010-170;;saofranciscodeassiscg@gmail.com;Missa;Domingo;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-francisco-de-assis/
PARÓQUIA SÃO FRANCISCO DE ASSIS;Centro;Rua 14 de Julho, 4267 - Bairro São Francisco - CEP 79010-170;;saofranciscodeassiscg@gmail.com;Missa;Domingo;08:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-francisco-de-assis/
PARÓQUIA SÃO FRANCISCO DE ASSIS;Centro;Rua 14 de Julho, 4267 - Bairro São Francisco - CEP 79010-170;;saofranciscodeassiscg@gmail.com;Missa;Domingo;10:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-francisco-de-assis/
PARÓQUIA SÃO FRANCISCO DE ASSIS;Centro;Rua 14 de Julho, 4267 - Bairro São Francisco - CEP 79010-170;;saofranciscodeassiscg@gmail.com;Missa;Domingo;17:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-francisco-de-assis/
PARÓQUIA SÃO FRANCISCO DE ASSIS;Centro;Rua 14 de Julho, 4267 - Bairro São Francisco - CEP 79010-170;;saofranciscodeassiscg@gmail.com;Missa;Domingo;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-francisco-de-assis/
PARÓQUIA SÃO FRANCISCO DE ASSIS;Centro;Rua 14 de Julho, 4267 - Bairro São Francisco - CEP 79010-170;;saofranciscodeassiscg@gmail.com;Missa;Segunda-feira;06:00;19:00;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-francisco-de-assis/
PARÓQUIA SÃO FRANCISCO DE ASSIS;Centro;Rua 14 de Julho, 4267 - Bairro São Francisco - CEP 79010-170;;saofranciscodeassiscg@gmail.com;Missa;Terça-feira;06:00;19:00;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-francisco-de-assis/
PARÓQUIA SÃO FRANCISCO DE ASSIS;Centro;Rua 14 de Julho, 4267 - Bairro São Francisco - CEP 79010-170;;saofranciscodeassiscg@gmail.com;Missa;Quarta-feira;06:00;19:00;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-francisco-de-assis/
PARÓQUIA SÃO FRANCISCO DE ASSIS;Centro;Rua 14 de Julho, 4267 - Bairro São Francisco - CEP 79010-170;;saofranciscodeassiscg@gmail.com;Missa;Quinta-feira;06:00;19:00;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-francisco-de-assis/
PARÓQUIA SÃO FRANCISCO DE ASSIS;Centro;Rua 14 de Julho, 4267 - Bairro São Francisco - CEP 79010-170;;saofranciscodeassiscg@gmail.com;Missa;Sexta-feira;06:00;19:00;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-francisco-de-assis/
PARÓQUIA SÃO FRANCISCO DE ASSIS;Centro;Rua 14 de Julho, 4267 - Bairro São Francisco - CEP 79010-170;;saofranciscodeassiscg@gmail.com;Missa;Sábado;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-francisco-de-assis/
PARÓQUIA SÃO FRANCISCO DE ASSIS;Centro;Rua 14 de Julho, 4267 - Bairro São Francisco - CEP 79010-170;;saofranciscodeassiscg@gmail.com;Missa;Sábado;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-francisco-de-assis/
PARÓQUIA SÃO FRANCISCO DE SALES;Oeste;Rua Pinto D´Agua, 837 - Bairro Recando dos Pássaros - CEP 7979104-040;(67) 3201-4000;prfranciscodesales@gmail.com;Missa;Domingo;09:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-afonso-maria-de-ligorio/
PARÓQUIA SÃO FRANCISCO DE SALES;Oeste;Rua Pinto D´Agua, 837 - Bairro Recando dos Pássaros - CEP 7979104-040;(67) 3201-4000;prfranciscodesales@gmail.com;Missa;Quinta-feira;18:00;Adoração ao Santíssimo Sacramento;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-afonso-maria-de-ligorio/
PARÓQUIA SÃO FRANCISCO DE SALES;Oeste;Rua Pinto D´Agua, 837 - Bairro Recando dos Pássaros - CEP 7979104-040;(67) 3201-4000;prfranciscodesales@gmail.com;Missa;Quinta-feira;19:30;Santa Missa após a adoração ao Santíssimo Sacramento;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-santo-afonso-maria-de-ligorio/
PARÓQUIA SÃO JOÃO BATISTA;Oeste;Rua Francisco Sabino, 58 - Bairro Coophasul - CEP 79116-120 - Campo Grande - MS;(67)3317-7965;paroquiasjbms@hotmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-batista/
PARÓQUIA SÃO JOÃO BATISTA;Oeste;Rua Francisco Sabino, 58 - Bairro Coophasul - CEP 79116-120 - Campo Grande - MS;(67)3317-7965;paroquiasjbms@hotmail.com;Missa;Domingo;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-batista/
PARÓQUIA SÃO JOÃO BATISTA;Oeste;Rua Francisco Sabino, 58 - Bairro Coophasul - CEP 79116-120 - Campo Grande - MS;(67)3317-7965;paroquiasjbms@hotmail.com;Missa;Segunda-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-batista/
PARÓQUIA SÃO JOÃO BATISTA;Oeste;Rua Francisco Sabino, 58 - Bairro Coophasul - CEP 79116-120 - Campo Grande - MS;(67)3317-7965;paroquiasjbms@hotmail.com;Missa;Terça-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-batista/
PARÓQUIA SÃO JOÃO BATISTA;Oeste;Rua Francisco Sabino, 58 - Bairro Coophasul - CEP 79116-120 - Campo Grande - MS;(67)3317-7965;paroquiasjbms@hotmail.com;Missa;Quarta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-batista/
PARÓQUIA SÃO JOÃO BATISTA;Oeste;Rua Francisco Sabino, 58 - Bairro Coophasul - CEP 79116-120 - Campo Grande - MS;(67)3317-7965;paroquiasjbms@hotmail.com;Missa;Quinta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-batista/
PARÓQUIA SÃO JOÃO BATISTA;Oeste;Rua Francisco Sabino, 58 - Bairro Coophasul - CEP 79116-120 - Campo Grande - MS;(67)3317-7965;paroquiasjbms@hotmail.com;Missa;Sexta-feira;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-batista/
PARÓQUIA SÃO JOÃO BATISTA;Oeste;Rua Francisco Sabino, 58 - Bairro Coophasul - CEP 79116-120 - Campo Grande - MS;(67)3317-7965;paroquiasjbms@hotmail.com;Missa;Sábado;06:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-batista/
PARÓQUIA SÃO JOÃO BOSCO;Norte;Rua Paraíba, 1787 - Vila Gomes - CEP 79022-310;(67) 3204-3206;campogrande.psjb3@gmail.com;Missa;Domingo;08:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-bosco/
PARÓQUIA SÃO JOÃO BOSCO;Norte;Rua Paraíba, 1787 - Vila Gomes - CEP 79022-310;(67) 3204-3206;campogrande.psjb3@gmail.com;Missa;Domingo;10:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-bosco/
PARÓQUIA SÃO JOÃO BOSCO;Norte;Rua Paraíba, 1787 - Vila Gomes - CEP 79022-310;(67) 3204-3206;campogrande.psjb3@gmail.com;Missa;Domingo;17:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-bosco/
PARÓQUIA SÃO JOÃO BOSCO;Norte;Rua Paraíba, 1787 - Vila Gomes - CEP 79022-310;(67) 3204-3206;campogrande.psjb3@gmail.com;Missa;Domingo;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-bosco/
PARÓQUIA SÃO JOÃO BOSCO;Norte;Rua Paraíba, 1787 - Vila Gomes - CEP 79022-310;(67) 3204-3206;campogrande.psjb3@gmail.com;Missa;Segunda-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-bosco/
PARÓQUIA SÃO JOÃO BOSCO;Norte;Rua Paraíba, 1787 - Vila Gomes - CEP 79022-310;(67) 3204-3206;campogrande.psjb3@gmail.com;Missa;Terça-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-bosco/
PARÓQUIA SÃO JOÃO BOSCO;Norte;Rua Paraíba, 1787 - Vila Gomes - CEP 79022-310;(67) 3204-3206;campogrande.psjb3@gmail.com;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-bosco/
PARÓQUIA SÃO JOÃO BOSCO;Norte;Rua Paraíba, 1787 - Vila Gomes - CEP 79022-310;(67) 3204-3206;campogrande.psjb3@gmail.com;Missa;Quinta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-bosco/
PARÓQUIA SÃO JOÃO BOSCO;Norte;Rua Paraíba, 1787 - Vila Gomes - CEP 79022-310;(67) 3204-3206;campogrande.psjb3@gmail.com;Missa;Sexta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-bosco/
PARÓQUIA SÃO JOÃO BOSCO;Norte;Rua Paraíba, 1787 - Vila Gomes - CEP 79022-310;(67) 3204-3206;campogrande.psjb3@gmail.com;Missa;Sábado;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-bosco/
PARÓQUIA SÃO JOÃO CALÁBRIA;Sul;Rua Olivério Rodrigues da Luz, 247 - Bairro Jardim das Macaúbas - CEP 79037-050;(67) 3397-6042;paroquiams@uol.com.br;Missa;Domingo;09:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-calabria/
PARÓQUIA SÃO JOÃO CALÁBRIA;Sul;Rua Olivério Rodrigues da Luz, 247 - Bairro Jardim das Macaúbas - CEP 79037-050;(67) 3397-6042;paroquiams@uol.com.br;Missa;Domingo;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-calabria/
PARÓQUIA SÃO JOÃO CALÁBRIA;Sul;Rua Olivério Rodrigues da Luz, 247 - Bairro Jardim das Macaúbas - CEP 79037-050;(67) 3397-6042;paroquiams@uol.com.br;Missa;1º Terça-feira do Mês;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-calabria/
PARÓQUIA SÃO JOÃO CALÁBRIA;Sul;Rua Olivério Rodrigues da Luz, 247 - Bairro Jardim das Macaúbas - CEP 79037-050;(67) 3397-6042;paroquiams@uol.com.br;Missa;Quarta-feira;06:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-calabria/
PARÓQUIA SÃO JOÃO CALÁBRIA;Sul;Rua Olivério Rodrigues da Luz, 247 - Bairro Jardim das Macaúbas - CEP 79037-050;(67) 3397-6042;paroquiams@uol.com.br;Missa;Sexta-feira;06:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-calabria/
PARÓQUIA SÃO JOÃO CALÁBRIA;Sul;Rua Olivério Rodrigues da Luz, 247 - Bairro Jardim das Macaúbas - CEP 79037-050;(67) 3397-6042;paroquiams@uol.com.br;Missa;1º Sexta-feira do Mês;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-calabria/
PARÓQUIA SÃO JOÃO CALÁBRIA;Sul;Rua Olivério Rodrigues da Luz, 247 - Bairro Jardim das Macaúbas - CEP 79037-050;(67) 3397-6042;paroquiams@uol.com.br;Missa;Dia 08 de cada mês;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-calabria/
PARÓQUIA SÃO JOÃO EVANGELISTA;Sudoeste;Rua Thor, 278 - Bairro Portal Caiobá I - CEP 79096-100;(67) 3386-6293;p.saojoaoevangelista15@gmail.com;Missa;Domingo;07:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-evangelista/
PARÓQUIA SÃO JOÃO EVANGELISTA;Sudoeste;Rua Thor, 278 - Bairro Portal Caiobá I - CEP 79096-100;(67) 3386-6293;p.saojoaoevangelista15@gmail.com;Missa;Domingo;18:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-evangelista/
PARÓQUIA SÃO JOÃO EVANGELISTA;Sudoeste;Rua Thor, 278 - Bairro Portal Caiobá I - CEP 79096-100;(67) 3386-6293;p.saojoaoevangelista15@gmail.com;Missa;Quarta-feira;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-evangelista/
PARÓQUIA SÃO JOÃO EVANGELISTA;Sudoeste;Rua Thor, 278 - Bairro Portal Caiobá I - CEP 79096-100;(67) 3386-6293;p.saojoaoevangelista15@gmail.com;Missa;1º Sexta-feira do Mês;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-joao-evangelista/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Domingo;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Domingo;07:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Domingo;09:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Domingo;16:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Domingo;18:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Domingo;19:30;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Segunda-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Segunda-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Terça-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Terça-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Quarta-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Quarta-feira;12:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Quarta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Quinta-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Quinta-feira;19:00;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
PARÓQUIA SÃO JOSÉ;Centro;Rua Pedro Celestino, 1446 - Centro - Campo Grande - CEP 79002-371;;paroquiadesaojose_ms@hotmail.com;Missa;Sexta-feira;06:15;;https://arquidiocesedecampogrande.org.br/paroquias/paroquia-sao-jose/
